inst#,actual,predicted,error,prediction
8883,1:?,1:yes,,1
8884,1:?,1:yes,,1
8885,1:?,1:yes,,1
8886,1:?,1:yes,,0.994
8887,1:?,1:yes,,1
8888,1:?,1:yes,,1
8889,1:?,1:yes,,0.836
8890,1:?,1:yes,,0.902
8891,1:?,1:yes,,1
8892,1:?,1:yes,,0.924
8893,1:?,1:yes,,1
8894,1:?,1:yes,,0.999
8895,1:?,1:yes,,0.951
8896,1:?,1:yes,,1
8897,1:?,1:yes,,0.971
8898,1:?,1:yes,,1
8899,1:?,1:yes,,0.941
8900,1:?,1:yes,,1
8901,1:?,1:yes,,1
8902,1:?,1:yes,,1
8903,1:?,1:yes,,1
8904,1:?,1:yes,,0.822
8905,1:?,1:yes,,0.977
8906,1:?,1:yes,,1
8907,1:?,1:yes,,0.84
8908,1:?,1:yes,,1
8909,1:?,1:yes,,0.935
8910,1:?,1:yes,,1
8911,1:?,1:yes,,0.972
8912,1:?,1:yes,,0.971
8913,1:?,1:yes,,0.717
8914,1:?,1:yes,,0.946
8915,1:?,1:yes,,1
8916,1:?,1:yes,,0.994
8917,1:?,1:yes,,1
8918,1:?,1:yes,,1
8919,1:?,1:yes,,0.988
8920,1:?,1:yes,,0.986
8921,1:?,1:yes,,1
8922,1:?,2:no,,0.521
8923,1:?,1:yes,,1
8924,1:?,2:no,,0.63
8925,1:?,1:yes,,0.975
8926,1:?,1:yes,,0.979
8927,1:?,1:yes,,0.677
8928,1:?,1:yes,,1
8929,1:?,1:yes,,0.993
8930,1:?,2:no,,0.994
8931,1:?,1:yes,,0.873
8932,1:?,2:no,,0.809
8933,1:?,1:yes,,1
8934,1:?,2:no,,0.695
8935,1:?,1:yes,,1
8936,1:?,1:yes,,0.973
8937,1:?,1:yes,,0.965
8938,1:?,1:yes,,0.988
8939,1:?,1:yes,,1
8940,1:?,1:yes,,1
8941,1:?,1:yes,,0.914
8942,1:?,1:yes,,1
8943,1:?,1:yes,,0.853
8944,1:?,1:yes,,1
8945,1:?,1:yes,,0.989
8946,1:?,1:yes,,0.98
8947,1:?,2:no,,0.723
8948,1:?,1:yes,,0.986
8949,1:?,1:yes,,1
8950,1:?,1:yes,,1
8951,1:?,1:yes,,0.997
8952,1:?,1:yes,,0.991
8953,1:?,1:yes,,0.98
8954,1:?,1:yes,,1
8955,1:?,1:yes,,1
8956,1:?,2:no,,0.593
8957,1:?,1:yes,,0.997
8958,1:?,1:yes,,1
8959,1:?,1:yes,,1
8960,1:?,1:yes,,0.908
8961,1:?,1:yes,,1
8962,1:?,1:yes,,1
8963,1:?,1:yes,,0.977
8964,1:?,1:yes,,0.999
8965,1:?,1:yes,,0.952
8966,1:?,1:yes,,0.959
8967,1:?,1:yes,,0.995
8968,1:?,1:yes,,0.974
8969,1:?,1:yes,,0.999
8970,1:?,1:yes,,0.946
8971,1:?,1:yes,,1
8972,1:?,1:yes,,0.999
8973,1:?,1:yes,,1
8974,1:?,1:yes,,1
8975,1:?,1:yes,,0.942
8976,1:?,1:yes,,0.972
8977,1:?,1:yes,,0.998
8978,1:?,2:no,,0.982
8979,1:?,1:yes,,0.978
8980,1:?,1:yes,,0.977
8981,1:?,1:yes,,0.978
8982,1:?,2:no,,1
8983,1:?,1:yes,,0.972
8984,1:?,1:yes,,0.972
8985,1:?,2:no,,0.792
8986,1:?,1:yes,,1
8987,1:?,1:yes,,0.991
8988,1:?,1:yes,,1
8989,1:?,1:yes,,1
8990,1:?,1:yes,,0.949
8991,1:?,1:yes,,0.953
8992,1:?,1:yes,,0.966
8993,1:?,1:yes,,0.988
8994,1:?,1:yes,,1
8995,1:?,1:yes,,0.998
8996,1:?,1:yes,,1
8997,1:?,1:yes,,1
8998,1:?,1:yes,,0.992
8999,1:?,1:yes,,0.965
9000,1:?,1:yes,,1
9001,1:?,1:yes,,0.942
9002,1:?,1:yes,,1
9003,1:?,1:yes,,1
9004,1:?,1:yes,,0.55
9005,1:?,1:yes,,0.993
9006,1:?,1:yes,,1
9007,1:?,1:yes,,1
9008,1:?,1:yes,,1
9009,1:?,1:yes,,1
9010,1:?,2:no,,0.628
9011,1:?,1:yes,,0.965
9012,1:?,1:yes,,0.99
9013,1:?,1:yes,,1
9014,1:?,1:yes,,0.979
9015,1:?,1:yes,,0.963
9016,1:?,2:no,,1
9017,1:?,1:yes,,0.933
9018,1:?,1:yes,,1
9019,1:?,2:no,,1
9020,1:?,1:yes,,0.842
9021,1:?,1:yes,,1
9022,1:?,1:yes,,0.884
9023,1:?,1:yes,,0.852
9024,1:?,1:yes,,1
9025,1:?,2:no,,0.566
9026,1:?,1:yes,,0.937
9027,1:?,1:yes,,0.98
9028,1:?,1:yes,,1
9029,1:?,1:yes,,0.699
9030,1:?,1:yes,,0.982
9031,1:?,1:yes,,0.848
9032,1:?,1:yes,,0.989
9033,1:?,1:yes,,0.98
9034,1:?,1:yes,,0.958
9035,1:?,1:yes,,0.999
9036,1:?,2:no,,0.51
9037,1:?,1:yes,,1
9038,1:?,1:yes,,0.916
9039,1:?,1:yes,,0.972
9040,1:?,1:yes,,1
9041,1:?,1:yes,,0.849
9042,1:?,1:yes,,1
9043,1:?,1:yes,,0.512
9044,1:?,1:yes,,0.995
9045,1:?,1:yes,,0.93
9046,1:?,1:yes,,0.956
9047,1:?,1:yes,,1
9048,1:?,1:yes,,0.953
9049,1:?,1:yes,,0.842
9050,1:?,1:yes,,0.912
9051,1:?,1:yes,,0.957
9052,1:?,1:yes,,0.999
9053,1:?,1:yes,,1
9054,1:?,1:yes,,1
9055,1:?,1:yes,,0.965
9056,1:?,1:yes,,1
9057,1:?,1:yes,,0.979
9058,1:?,1:yes,,0.996
9059,1:?,1:yes,,1
9060,1:?,1:yes,,1
9061,1:?,1:yes,,0.865
9062,1:?,1:yes,,0.999
9063,1:?,2:no,,1
9064,1:?,2:no,,0.51
9065,1:?,1:yes,,0.972
9066,1:?,1:yes,,1
9067,1:?,1:yes,,0.991
9068,1:?,1:yes,,1
9069,1:?,1:yes,,1
9070,1:?,1:yes,,1
9071,1:?,1:yes,,0.942
9072,1:?,1:yes,,0.948
9073,1:?,1:yes,,1
9074,1:?,1:yes,,1
9075,1:?,1:yes,,1
9076,1:?,1:yes,,0.903
9077,1:?,1:yes,,1
9078,1:?,2:no,,1
9079,1:?,1:yes,,1
9080,1:?,1:yes,,0.998
9081,1:?,1:yes,,0.873
9082,1:?,1:yes,,0.968
9083,1:?,1:yes,,0.917
9084,1:?,1:yes,,1
9085,1:?,1:yes,,1
9086,1:?,1:yes,,0.999
9087,1:?,1:yes,,0.833
9088,1:?,1:yes,,0.954
9089,1:?,1:yes,,1
9090,1:?,1:yes,,0.951
9091,1:?,1:yes,,1
9092,1:?,1:yes,,1
9093,1:?,1:yes,,1
9094,1:?,1:yes,,1
9095,1:?,1:yes,,1
9096,1:?,1:yes,,1
9097,1:?,1:yes,,1
9098,1:?,1:yes,,0.937
9099,1:?,1:yes,,0.992
9100,1:?,1:yes,,1
9101,1:?,1:yes,,1
9102,1:?,1:yes,,1
9103,1:?,1:yes,,1
9104,1:?,1:yes,,0.958
9105,1:?,1:yes,,0.997
9106,1:?,1:yes,,1
9107,1:?,1:yes,,1
9108,1:?,1:yes,,1
9109,1:?,1:yes,,0.969
9110,1:?,2:no,,0.873
9111,1:?,1:yes,,0.735
9112,1:?,1:yes,,0.993
9113,1:?,1:yes,,1
9114,1:?,1:yes,,0.937
9115,1:?,1:yes,,0.949
9116,1:?,1:yes,,0.95
9117,1:?,1:yes,,1
9118,1:?,1:yes,,0.99
9119,1:?,1:yes,,1
9120,1:?,1:yes,,0.905
9121,1:?,1:yes,,1
9122,1:?,2:no,,0.599
9123,1:?,1:yes,,1
9124,1:?,1:yes,,0.994
9125,1:?,1:yes,,0.986
9126,1:?,1:yes,,0.983
9127,1:?,1:yes,,1
9128,1:?,1:yes,,0.996
9129,1:?,1:yes,,1
9130,1:?,1:yes,,0.925
9131,1:?,1:yes,,0.987
9132,1:?,1:yes,,0.978
9133,1:?,1:yes,,0.996
9134,1:?,1:yes,,1
9135,1:?,1:yes,,1
9136,1:?,1:yes,,1
9137,1:?,1:yes,,1
9138,1:?,1:yes,,1
9139,1:?,1:yes,,1
9140,1:?,1:yes,,0.951
9141,1:?,1:yes,,0.996
9142,1:?,1:yes,,1
9143,1:?,1:yes,,0.997
9144,1:?,1:yes,,1
9145,1:?,1:yes,,1
9146,1:?,1:yes,,1
9147,1:?,1:yes,,0.981
9148,1:?,1:yes,,0.949
9149,1:?,2:no,,0.67
9150,1:?,1:yes,,0.982
9151,1:?,1:yes,,0.95
9152,1:?,1:yes,,1
9153,1:?,1:yes,,1
9154,1:?,1:yes,,1
9155,1:?,2:no,,0.785
9156,1:?,1:yes,,0.993
9157,1:?,1:yes,,0.996
9158,1:?,1:yes,,1
9159,1:?,1:yes,,0.991
9160,1:?,1:yes,,0.997
9161,1:?,1:yes,,0.98
9162,1:?,1:yes,,1
9163,1:?,1:yes,,0.971
9164,1:?,1:yes,,1
9165,1:?,1:yes,,1
9166,1:?,1:yes,,1
9167,1:?,1:yes,,1
9168,1:?,1:yes,,1
9169,1:?,1:yes,,0.982
9170,1:?,1:yes,,0.938
9171,1:?,1:yes,,1
9172,1:?,1:yes,,0.956
9173,1:?,1:yes,,1
9174,1:?,1:yes,,0.99
9175,1:?,1:yes,,1
9176,1:?,1:yes,,0.994
9177,1:?,1:yes,,1
9178,1:?,1:yes,,0.715
9179,1:?,1:yes,,1
9180,1:?,1:yes,,0.955
9181,1:?,1:yes,,0.981
9182,1:?,1:yes,,1
9183,1:?,1:yes,,1
9184,1:?,1:yes,,1
9185,1:?,1:yes,,1
9186,1:?,1:yes,,0.946
9187,1:?,1:yes,,0.981
9188,1:?,1:yes,,0.963
9189,1:?,2:no,,0.943
9190,1:?,1:yes,,0.95
9191,1:?,1:yes,,0.943
9192,1:?,1:yes,,1
9193,1:?,1:yes,,0.982
9194,1:?,1:yes,,1
9195,1:?,1:yes,,0.945
9196,1:?,1:yes,,0.935
9197,1:?,1:yes,,1
9198,1:?,1:yes,,0.983
9199,1:?,1:yes,,0.985
9200,1:?,1:yes,,1
9201,1:?,1:yes,,0.999
9202,1:?,1:yes,,0.947
9203,1:?,1:yes,,0.856
9204,1:?,1:yes,,0.982
9205,1:?,1:yes,,1
9206,1:?,1:yes,,0.934
9207,1:?,2:no,,0.959
9208,1:?,1:yes,,0.954
9209,1:?,1:yes,,0.75
9210,1:?,1:yes,,0.999
9211,1:?,1:yes,,0.991
9212,1:?,1:yes,,1
9213,1:?,1:yes,,0.942
9214,1:?,1:yes,,1
9215,1:?,2:no,,0.964
9216,1:?,1:yes,,0.973
9217,1:?,1:yes,,0.933
9218,1:?,1:yes,,0.963
9219,1:?,1:yes,,0.942
9220,1:?,1:yes,,1
9221,1:?,1:yes,,0.949
9222,1:?,1:yes,,1
9223,1:?,1:yes,,0.952
9224,1:?,1:yes,,1
9225,1:?,1:yes,,0.968
9226,1:?,1:yes,,1
9227,1:?,1:yes,,0.997
9228,1:?,1:yes,,0.998
9229,1:?,1:yes,,0.839
9230,1:?,1:yes,,1
9231,1:?,1:yes,,1
9232,1:?,1:yes,,1
9233,1:?,1:yes,,0.98
9234,1:?,1:yes,,0.973
9235,1:?,1:yes,,0.95
9236,1:?,1:yes,,0.998
9237,1:?,1:yes,,1
9238,1:?,1:yes,,1
9239,1:?,1:yes,,0.98
9240,1:?,2:no,,0.588
9241,1:?,1:yes,,1
9242,1:?,1:yes,,1
9243,1:?,1:yes,,1
9244,1:?,1:yes,,0.886
9245,1:?,1:yes,,1
9246,1:?,1:yes,,1
9247,1:?,1:yes,,0.836
9248,1:?,1:yes,,0.998
9249,1:?,1:yes,,0.946
9250,1:?,1:yes,,0.875
9251,1:?,1:yes,,0.971
9252,1:?,1:yes,,0.993
9253,1:?,2:no,,0.73
9254,1:?,1:yes,,0.853
9255,1:?,1:yes,,0.909
9256,1:?,1:yes,,1
9257,1:?,1:yes,,0.971
9258,1:?,1:yes,,1
9259,1:?,1:yes,,1
9260,1:?,1:yes,,1
9261,1:?,1:yes,,0.998
9262,1:?,1:yes,,1
9263,1:?,1:yes,,1
9264,1:?,1:yes,,0.977
9265,1:?,1:yes,,1
9266,1:?,1:yes,,1
9267,1:?,1:yes,,0.992
9268,1:?,1:yes,,0.934
9269,1:?,1:yes,,0.946
9270,1:?,1:yes,,0.959
9271,1:?,1:yes,,1
9272,1:?,1:yes,,0.947
9273,1:?,1:yes,,0.991
9274,1:?,1:yes,,0.977
9275,1:?,1:yes,,0.968
9276,1:?,1:yes,,1
9277,1:?,1:yes,,0.995
9278,1:?,1:yes,,1
9279,1:?,1:yes,,0.943
9280,1:?,1:yes,,1
9281,1:?,1:yes,,0.999
9282,1:?,1:yes,,0.935
9283,1:?,1:yes,,0.846
9284,1:?,1:yes,,0.992
9285,1:?,1:yes,,0.978
9286,1:?,2:no,,0.536
9287,1:?,1:yes,,0.949
9288,1:?,1:yes,,0.964
9289,1:?,1:yes,,0.998
9290,1:?,1:yes,,1
9291,1:?,1:yes,,0.961
9292,1:?,1:yes,,1
9293,1:?,1:yes,,1
9294,1:?,1:yes,,1
9295,1:?,1:yes,,0.957
9296,1:?,1:yes,,1
9297,1:?,1:yes,,1
9298,1:?,1:yes,,0.995
9299,1:?,1:yes,,0.975
9300,1:?,1:yes,,0.98
9301,1:?,1:yes,,1
9302,1:?,1:yes,,0.98
9303,1:?,1:yes,,0.96
9304,1:?,1:yes,,1
9305,1:?,1:yes,,0.993
9306,1:?,1:yes,,0.984
9307,1:?,1:yes,,0.969
9308,1:?,1:yes,,1
9309,1:?,1:yes,,0.949
9310,1:?,1:yes,,1
9311,1:?,1:yes,,0.989
9312,1:?,1:yes,,1
9313,1:?,1:yes,,0.973
9314,1:?,1:yes,,0.992
9315,1:?,1:yes,,1
9316,1:?,1:yes,,0.997
9317,1:?,1:yes,,0.942
9318,1:?,1:yes,,1
9319,1:?,1:yes,,1
9320,1:?,1:yes,,0.99
9321,1:?,1:yes,,0.923
9322,1:?,1:yes,,0.956
9323,1:?,1:yes,,0.982
9324,1:?,1:yes,,1
9325,1:?,1:yes,,0.978
9326,1:?,1:yes,,1
9327,1:?,1:yes,,0.991
9328,1:?,1:yes,,1
9329,1:?,1:yes,,0.913
9330,1:?,1:yes,,1
9331,1:?,1:yes,,1
9332,1:?,1:yes,,0.991
9333,1:?,1:yes,,0.978
9334,1:?,1:yes,,0.972
9335,1:?,1:yes,,1
9336,1:?,2:no,,0.642
9337,1:?,1:yes,,1
9338,1:?,2:no,,0.711
9339,1:?,1:yes,,0.986
9340,1:?,1:yes,,1
9341,1:?,1:yes,,1
9342,1:?,1:yes,,1
9343,1:?,1:yes,,1
9344,1:?,1:yes,,0.975
9345,1:?,1:yes,,1
9346,1:?,1:yes,,0.996
9347,1:?,1:yes,,0.972
9348,1:?,1:yes,,1
9349,1:?,1:yes,,1
9350,1:?,1:yes,,1
9351,1:?,1:yes,,1
9352,1:?,1:yes,,1
9353,1:?,1:yes,,1
9354,1:?,1:yes,,0.995
9355,1:?,1:yes,,1
9356,1:?,1:yes,,1
9357,1:?,1:yes,,0.938
9358,1:?,1:yes,,1
9359,1:?,2:no,,1
9360,1:?,1:yes,,0.999
9361,1:?,1:yes,,1
9362,1:?,1:yes,,0.947
9363,1:?,1:yes,,0.996
9364,1:?,1:yes,,0.989
9365,1:?,1:yes,,0.999
9366,1:?,1:yes,,0.975
9367,1:?,1:yes,,1
9368,1:?,1:yes,,0.94
9369,1:?,1:yes,,0.952
9370,1:?,1:yes,,1
9371,1:?,1:yes,,1
9372,1:?,1:yes,,1
9373,1:?,1:yes,,1
9374,1:?,1:yes,,0.998
9375,1:?,1:yes,,0.998
9376,1:?,1:yes,,1
9377,1:?,1:yes,,1
9378,1:?,1:yes,,0.872
9379,1:?,1:yes,,0.95
9380,1:?,1:yes,,0.998
9381,1:?,1:yes,,1
9382,1:?,1:yes,,0.941
9383,1:?,1:yes,,0.698
9384,1:?,1:yes,,1
9385,1:?,1:yes,,1
9386,1:?,1:yes,,1
9387,1:?,1:yes,,0.989
9388,1:?,1:yes,,0.999
9389,1:?,1:yes,,0.927
9390,1:?,1:yes,,0.92
9391,1:?,1:yes,,0.984
9392,1:?,1:yes,,0.959
9393,1:?,1:yes,,1
9394,1:?,1:yes,,0.935
9395,1:?,1:yes,,0.999
9396,1:?,1:yes,,0.791
9397,1:?,1:yes,,1
9398,1:?,1:yes,,0.982
9399,1:?,1:yes,,1
9400,1:?,1:yes,,0.949
9401,1:?,1:yes,,1
9402,1:?,1:yes,,1
9403,1:?,1:yes,,0.997
9404,1:?,1:yes,,0.823
9405,1:?,1:yes,,0.999
9406,1:?,1:yes,,0.962
9407,1:?,1:yes,,0.997
9408,1:?,1:yes,,0.98
9409,1:?,1:yes,,1
9410,1:?,1:yes,,1
9411,1:?,2:no,,0.876
9412,1:?,1:yes,,1
9413,1:?,1:yes,,0.948
9414,1:?,1:yes,,0.718
9415,1:?,1:yes,,0.935
9416,1:?,1:yes,,0.927
9417,1:?,1:yes,,1
9418,1:?,1:yes,,0.978
9419,1:?,1:yes,,1
9420,1:?,1:yes,,0.999
9421,1:?,1:yes,,0.96
9422,1:?,1:yes,,1
9423,1:?,1:yes,,1
9424,1:?,1:yes,,0.95
9425,1:?,1:yes,,1
9426,1:?,1:yes,,0.838
9427,1:?,2:no,,0.826
9428,1:?,1:yes,,0.871
9429,1:?,1:yes,,1
9430,1:?,1:yes,,1
9431,1:?,1:yes,,0.977
9432,1:?,1:yes,,1
9433,1:?,1:yes,,0.97
9434,1:?,1:yes,,0.996
9435,1:?,1:yes,,0.871
9436,1:?,1:yes,,1
9437,1:?,1:yes,,1
9438,1:?,1:yes,,1
9439,1:?,1:yes,,0.992
9440,1:?,1:yes,,0.999
9441,1:?,1:yes,,1
9442,1:?,1:yes,,0.945
9443,1:?,1:yes,,1
9444,1:?,1:yes,,1
9445,1:?,2:no,,0.991
9446,1:?,1:yes,,1
9447,1:?,1:yes,,0.928
9448,1:?,1:yes,,1
9449,1:?,1:yes,,1
9450,1:?,1:yes,,1
9451,1:?,1:yes,,1
9452,1:?,1:yes,,0.999
9453,1:?,1:yes,,0.985
9454,1:?,1:yes,,0.903
9455,1:?,1:yes,,0.998
9456,1:?,1:yes,,1
9457,1:?,2:no,,0.916
9458,1:?,1:yes,,1
9459,1:?,1:yes,,0.988
9460,1:?,1:yes,,1
9461,1:?,1:yes,,1
9462,1:?,1:yes,,1
9463,1:?,1:yes,,1
9464,1:?,1:yes,,0.971
9465,1:?,1:yes,,1
9466,1:?,1:yes,,0.979
9467,1:?,1:yes,,0.978
9468,1:?,1:yes,,0.875
9469,1:?,1:yes,,1
9470,1:?,1:yes,,0.948
9471,1:?,1:yes,,1
9472,1:?,1:yes,,0.967
9473,1:?,1:yes,,0.945
9474,1:?,1:yes,,0.999
9475,1:?,1:yes,,0.952
9476,1:?,1:yes,,1
9477,1:?,1:yes,,0.946
9478,1:?,1:yes,,1
9479,1:?,1:yes,,0.995
9480,1:?,2:no,,0.799
9481,1:?,1:yes,,1
9482,1:?,2:no,,0.983
9483,1:?,1:yes,,1
9484,1:?,1:yes,,0.952
9485,1:?,1:yes,,1
9486,1:?,2:no,,0.553
9487,1:?,1:yes,,0.978
9488,1:?,1:yes,,1
9489,1:?,1:yes,,1
9490,1:?,1:yes,,0.99
9491,1:?,1:yes,,0.98
9492,1:?,1:yes,,1
9493,1:?,1:yes,,1
9494,1:?,1:yes,,0.993
9495,1:?,1:yes,,1
9496,1:?,1:yes,,0.992
9497,1:?,1:yes,,0.946
9498,1:?,1:yes,,0.935
9499,1:?,1:yes,,0.866
9500,1:?,1:yes,,1
9501,1:?,1:yes,,0.894
9502,1:?,1:yes,,1
9503,1:?,1:yes,,0.81
9504,1:?,1:yes,,1
9505,1:?,1:yes,,0.989
9506,1:?,1:yes,,0.831
9507,1:?,1:yes,,0.996
9508,1:?,1:yes,,1
9509,1:?,1:yes,,0.998
9510,1:?,1:yes,,0.987
9511,1:?,1:yes,,0.972
9512,1:?,1:yes,,1
9513,1:?,2:no,,0.536
9514,1:?,1:yes,,1
9515,1:?,1:yes,,0.888
9516,1:?,1:yes,,1
9517,1:?,1:yes,,1
9518,1:?,1:yes,,0.922
9519,1:?,1:yes,,1
9520,1:?,1:yes,,1
9521,1:?,1:yes,,0.971
9522,1:?,1:yes,,1
9523,1:?,1:yes,,0.972
9524,1:?,1:yes,,1
9525,1:?,1:yes,,0.979
9526,1:?,1:yes,,0.997
9527,1:?,1:yes,,1
9528,1:?,1:yes,,0.958
9529,1:?,1:yes,,0.991
9530,1:?,1:yes,,0.958
9531,1:?,1:yes,,1
9532,1:?,1:yes,,0.999
9533,1:?,1:yes,,1
9534,1:?,1:yes,,1
9535,1:?,2:no,,0.95
9536,1:?,1:yes,,1
9537,1:?,1:yes,,1
9538,1:?,1:yes,,0.999
9539,1:?,1:yes,,1
9540,1:?,1:yes,,0.934
9541,1:?,1:yes,,0.991
9542,1:?,1:yes,,1
9543,1:?,1:yes,,1
9544,1:?,1:yes,,0.94
9545,1:?,1:yes,,0.987
9546,1:?,1:yes,,0.942
9547,1:?,1:yes,,0.999
9548,1:?,1:yes,,1
9549,1:?,1:yes,,1
9550,1:?,1:yes,,1
9551,1:?,1:yes,,0.996
9552,1:?,1:yes,,1
9553,1:?,1:yes,,1
9554,1:?,1:yes,,1
9555,1:?,1:yes,,1
9556,1:?,1:yes,,1
9557,1:?,1:yes,,0.996
9558,1:?,1:yes,,1
9559,1:?,1:yes,,0.923
9560,1:?,1:yes,,1
9561,1:?,1:yes,,0.996
9562,1:?,1:yes,,0.932
9563,1:?,1:yes,,1
9564,1:?,1:yes,,1
9565,1:?,1:yes,,0.999
9566,1:?,1:yes,,1
9567,1:?,2:no,,0.8
9568,1:?,1:yes,,1
9569,1:?,1:yes,,1
9570,1:?,1:yes,,0.977
9571,1:?,2:no,,0.631
9572,1:?,1:yes,,0.99
9573,1:?,2:no,,0.989
9574,1:?,1:yes,,0.839
9575,1:?,1:yes,,0.995
9576,1:?,1:yes,,0.986
9577,1:?,1:yes,,0.943
9578,1:?,1:yes,,1
9579,1:?,1:yes,,0.878
9580,1:?,1:yes,,0.991
9581,1:?,1:yes,,1
9582,1:?,1:yes,,0.973
9583,1:?,1:yes,,0.992
9584,1:?,1:yes,,0.934
9585,1:?,1:yes,,0.989
9586,1:?,1:yes,,0.979
9587,1:?,1:yes,,0.998
9588,1:?,1:yes,,0.988
9589,1:?,1:yes,,1
9590,1:?,1:yes,,1
9591,1:?,1:yes,,0.576
9592,1:?,1:yes,,1
9593,1:?,1:yes,,0.972
9594,1:?,1:yes,,0.984
9595,1:?,2:no,,0.955
9596,1:?,1:yes,,1
9597,1:?,1:yes,,0.976
9598,1:?,1:yes,,1
9599,1:?,1:yes,,0.979
9600,1:?,1:yes,,0.873
9601,1:?,1:yes,,1
9602,1:?,1:yes,,1
9603,1:?,1:yes,,1
9604,1:?,2:no,,0.99
9605,1:?,1:yes,,1
9606,1:?,1:yes,,1
9607,1:?,1:yes,,1
9608,1:?,1:yes,,0.976
9609,1:?,1:yes,,0.992
9610,1:?,1:yes,,0.835
9611,1:?,1:yes,,1
9612,1:?,1:yes,,0.951
9613,1:?,1:yes,,0.913
9614,1:?,1:yes,,0.992
9615,1:?,1:yes,,0.989
9616,1:?,1:yes,,1
9617,1:?,1:yes,,1
9618,1:?,1:yes,,0.766
9619,1:?,1:yes,,1
9620,1:?,1:yes,,1
9621,1:?,1:yes,,0.994
9622,1:?,1:yes,,1
9623,1:?,1:yes,,1
9624,1:?,1:yes,,0.98
9625,1:?,1:yes,,0.981
9626,1:?,1:yes,,0.997
9627,1:?,1:yes,,1
9628,1:?,1:yes,,0.952
9629,1:?,1:yes,,1
9630,1:?,1:yes,,0.718
9631,1:?,1:yes,,0.999
9632,1:?,1:yes,,0.942
9633,1:?,1:yes,,1
9634,1:?,1:yes,,0.991
9635,1:?,1:yes,,1
9636,1:?,1:yes,,1
9637,1:?,1:yes,,0.947
9638,1:?,1:yes,,0.991
9639,1:?,1:yes,,1
9640,1:?,1:yes,,1
9641,1:?,1:yes,,1
9642,1:?,1:yes,,0.974
9643,1:?,1:yes,,0.965
9644,1:?,1:yes,,1
9645,1:?,1:yes,,0.985
9646,1:?,1:yes,,0.992
9647,1:?,1:yes,,1
9648,1:?,1:yes,,0.938
9649,1:?,1:yes,,1
9650,1:?,1:yes,,0.987
9651,1:?,1:yes,,1
9652,1:?,1:yes,,0.981
9653,1:?,2:no,,0.786
9654,1:?,1:yes,,0.892
9655,1:?,1:yes,,1
9656,1:?,1:yes,,0.998
9657,1:?,1:yes,,1
9658,1:?,1:yes,,0.987
9659,1:?,1:yes,,1
9660,1:?,1:yes,,1
9661,1:?,1:yes,,1
9662,1:?,1:yes,,0.98
9663,1:?,1:yes,,1
9664,1:?,2:no,,0.966
9665,1:?,1:yes,,0.945
9666,1:?,1:yes,,0.925
9667,1:?,1:yes,,0.993
9668,1:?,1:yes,,0.973
9669,1:?,1:yes,,1
9670,1:?,1:yes,,1
9671,1:?,1:yes,,1
9672,1:?,1:yes,,0.956
9673,1:?,1:yes,,0.999
9674,1:?,2:no,,1
9675,1:?,1:yes,,0.969
9676,1:?,1:yes,,1
9677,1:?,1:yes,,1
9678,1:?,1:yes,,0.757
9679,1:?,1:yes,,1
9680,1:?,1:yes,,0.984
9681,1:?,1:yes,,0.99
9682,1:?,1:yes,,0.972
9683,1:?,1:yes,,0.889
9684,1:?,1:yes,,1
9685,1:?,1:yes,,1
9686,1:?,1:yes,,0.95
9687,1:?,1:yes,,0.843
9688,1:?,1:yes,,0.936
9689,1:?,1:yes,,0.986
9690,1:?,1:yes,,0.991
9691,1:?,1:yes,,0.946
9692,1:?,1:yes,,0.962
9693,1:?,1:yes,,0.936
9694,1:?,1:yes,,0.995
9695,1:?,1:yes,,0.938
9696,1:?,1:yes,,0.937
9697,1:?,1:yes,,0.979
9698,1:?,1:yes,,0.99
9699,1:?,1:yes,,1
9700,1:?,1:yes,,1
9701,1:?,2:no,,0.927
9702,1:?,1:yes,,0.993
9703,1:?,1:yes,,1
9704,1:?,1:yes,,0.949
9705,1:?,1:yes,,1
9706,1:?,1:yes,,0.958
9707,1:?,1:yes,,0.984
9708,1:?,1:yes,,0.984
9709,1:?,1:yes,,1
9710,1:?,1:yes,,0.999
9711,1:?,1:yes,,0.881
9712,1:?,1:yes,,0.964
9713,1:?,1:yes,,0.971
9714,1:?,1:yes,,0.999
9715,1:?,1:yes,,0.999
9716,1:?,1:yes,,0.997
9717,1:?,1:yes,,1
9718,1:?,1:yes,,0.981
9719,1:?,1:yes,,1
9720,1:?,1:yes,,0.977
9721,1:?,1:yes,,0.932
9722,1:?,1:yes,,1
9723,1:?,1:yes,,0.943
9724,1:?,1:yes,,0.964
9725,1:?,1:yes,,1
9726,1:?,1:yes,,1
9727,1:?,1:yes,,1
9728,1:?,2:no,,1
9729,1:?,1:yes,,0.996
9730,1:?,1:yes,,1
9731,1:?,1:yes,,1
9732,1:?,1:yes,,0.976
9733,1:?,1:yes,,1
9734,1:?,1:yes,,0.973
9735,1:?,1:yes,,1
9736,1:?,1:yes,,0.788
9737,1:?,1:yes,,0.979
9738,1:?,1:yes,,1
9739,1:?,1:yes,,0.991
9740,1:?,1:yes,,0.936
9741,1:?,1:yes,,0.946
9742,1:?,1:yes,,0.947
9743,1:?,1:yes,,0.945
9744,1:?,1:yes,,0.942
9745,1:?,1:yes,,0.971
9746,1:?,1:yes,,1
9747,1:?,1:yes,,0.857
9748,1:?,1:yes,,0.996
9749,1:?,1:yes,,0.947
9750,1:?,1:yes,,1
