indiv_nurse,screen_name,username,tweets,followers,following,SA,bio
,@parkurcarr,Anita Parker,150,44,115,719,"College Sophomore in Los Angeles, Ca. My future keeps me going. Nursing Major & Prelaw/Music Minor! :) Music keeps my heart beating. LiveLaughLove3"
,@noni_lee333,Noni Lee,117,34,909,"1,448",Engaged to the love of my life. Future Navy wife. Nursing Student.
,@crnamaine,NurseAnesthesiaofME,166,77,79,"2,283",Nurse Anesthesia of Maine the first and only CRNA-owned and operated company offering anesthesia services in Maine.
,@Sweet_lady213,Sexy_mamiiii,191,8,42,614,Hey im just on here for fun. Currently taking nursing classes i am 24. I am not looking for any men just friends.
,@marine_wife_rn,Franny Wismer,169,26,171,"1,498",Registered Nurse going back to school for Medical Labratory Scientist Bachelor Degree and a Marine Biologist with a concentration in Oceanic Mamalia...I have be
,@lollie82,Laurel-lea Jennings,126,14,195,"2,386","Nursing student who has a soft spot for musical theatre. I sing in my car really loudly with the windows down, some would say I am a part time crazy person :-P"
,@Anniefordcoach,Annie Ford,149,95,226,"1,406","Director of Well Well Ltd. Successful Womens Stress Wellbeing Specialist. Ex NHS Macmillan Nurse, Coach & Therapist. Passionate about womens health"
,@PrincessBruiser,Reagan Dickman,169,18,70,"1,923","Conservative, married nurse who enjoys running and a good cabernet. Love my life :)"
,@mattcaulkhead,Matt,196,86,123,870,NHS Paediatric Charge Nurse. Thoughts and opinions are own. Fighting to survive in a politically twisted world!
,@euniceheide,EUNICE BANA-AY,170,25,198,"1,249","#Registered nurse, buhay OFW"
,@freeroamer99,Robert Pattinson,152,929,53,"2,446",Staff Nurse. Born and bred in Southampton. Passionate about my local football club and love to travel especially to Turkey.
,@graceDNolasco,GRACE NOLASCO,118,68,269,565,Missionary/Nurse .....Save by grace..www.gracenolasco.blogspot.com
,@wisterialodge,Wisteria Lodge Care,185,16,14,"1,716","Wisteria Lodge, Horndean is a luxurious, happy nursing and care home for the discerning elderly and mentally frail over the age of 65"
,@cs259cr,Clare Stephen,137,10,179,"2,439","wife, daughter, sister,friend, nurse. scatterbrained, loving, funny...."
,@WijayaPutry,puteri wahid,152,39,122,"1,484","easy going,simple,Nurse..."
,@coltsfan70,Gretchen Cox,153,25,119,"1,889","I am a nurse, mom, step-mom, daughter, sister, friend and wife."
,@IsAaC_Or1gInAl,T - Nez,151,35,65,637,"Im Puerto Rican, Im currently studying nursing in college, i like to play bass, hang out with friends and family, go to the movies and eat sushi."
,@insanemoron,Ryan Ramos,113,58,296,"2,413",Just a nurse livin life in Hawaii
,@21Eirojram,Marjorie Baconawa,139,29,169,"1,178",Nurses - one of the few blessings of being ill _
,@Goldee_Fox_24k,Renee Fox,110,27,182,"2,428","Photographer, film-a-holic, computer geek, videographer, naughty nurse, video editor, future writer, director, current nurturer extraordinaire!"
,@TSexySWAGG,Tanai Atlas,159,23,39,"2,027",Hair stylist Nurse and Mother of two. Over the years god has thought me with my struggles that I can do all things through Him. He is my provider and my Rock:)
,@CASSette_teyp,cassandra domingo,122,71,268,"1,075","analyst. dancer. singer.- teacher, nurse, guard, PA, ATM. no holiday no sick pay or day off. on call day&night; 24/7 for life because im a mother"
,@MaryAnne5872,Mary Anne Concilus,166,5,15,"2,329","I'm someone's Mom and someone's Nurse ... living my dream in Paradise! I am blessed. You? Follow your dreams, too."
,@famytisakol,Immacolata Fronsek,176,3,95,829,"RMN, HV Student, #RCN Activist, I love being a #nurse! Into cross stitch, scrapbooking & baking, Veiws my own :)"
,@JessiesCandles,Jessie's PartyLite,117,66,85,"1,608","I battle the angel of death by day, I sell PartyLite by night! I nurse because its my calling, I sell PartyLite because its FUN!"
,@flinchum6,Joy Flinchum,112,58,162,"2,473","believer, wife, mom, and nurse. passionate about Christ, my family, children, and relationships"
,@Vmc_safety_man,Chris Sorrows,120,5,83,551,"Father of 3 boys, married to love of my life (one hell of a mom and nurse!), work for Vulcan materials company since 06', enjoy any motorsports!"
,@MichellePGa,Michelle,105,8,175,"1,379","Wife, Mom, Stepmom, Nurse. I love playing the piano, cooking, writing poetry, traveling (cruising)"
,@Jaderobinson89,Jade Kelly Robinson,190,55,125,"2,393",Student Nurse from London :)
,@m0m_0f_9,Lisa Estey,172,30,164,"1,824","a little nuts and a lot OCD. I love books, naps, and laughing. I am a happily married a full time mom of 9 kids and a part time registered nurse."
,@nurse_bridge,Bridgette Howell,140,24,16,208,Mom and nurse on a FUN nutrition mission! #inspiringhealthyliving #onesimplechange
,@nugg3t,Nicole Adams,137,34,685,"2,422","study: occupational therapy, work: nurse, travel: as much as possible."
,@funnynurse117,Tami Gear,112,43,72,"1,697","full-time ICU nurse, cheer mom. Self proclaimed health nut"
,@VealLisa,Lisa Brady Veal,134,16,39,"1,331","Wife, stepmom, warrior, former nurse, currently coding pathology reports and loving it."
,@MrJoshRN,Josh Wall,156,78,280,"1,269",Back to utah...let's see how round 2 goes. Flight Nurse by day
,@nccantrell23,Nicole Cantrell,189,23,32,"1,282",Olmsted Falls High School 2009 Case Western Reserve University 2013 NICU Nurse Vermilion Girls Bball Coach
,@laubster7,JBilly,185,47,127,936,Wife sister daughter friend nurse runner. You know the basics.
,@DalivaElla,ella daliva,105,18,467,"1,077","loves old songs,hates liars,a future nurse............ LIFE DEPENDS ON HOW YOU SEE IT...... make GOD as the center of everything...."
,@Cherylanne1972,Cheryl Chapman,111,29,55,"2,462","Who am i? ....... Psychiatric nurse, mother, daughter,sister aunt,and great friend i am many things to many people.. Lover of humour, fun and PERONI.... Just me"
,@stephdevlinxoxo,*Σ_-.sph,155,59,117,"1,017","currently working in a nursing home & promoting in different clubs, heading to be a club rep for 18-30's. - 296B3E9C. Maga 25/6/13!"
,@majidnobles,Majid Nobles,116,44,45,"2,313","otaku/ cosplayer/ nurse/ online gamer; interested in Bollywood, Indian culture/music, Greek mythology"
,@jencarmay,Jen May Carroll,176,90,160,"1,807","Mother of 3, Wife, Teacher, Former Registered Nurse. Interested in Technology, Spec ed, Mental health and wellness, and Leadership."
,@AdimorahUzomma,precious adimorah,199,65,247,751,A sophisticated hustler!obtained RN in nursing and currently pursuing my Bsc Hons! God's favorite kid!
,@DBDLNC,Desiree Davila,162,69,153,"1,965","Audits/ Surveys? RAC? Appeals? Contact DBD Legal Nurse Consultants, LLC....more"
,@Rosshiiee,Rossh Molina,180,25,352,"2,126","Kpop, icebar, and LOVE lover. Better remember my name and face coz I might be your future nurse. One proud BEDAN! Animo SAN BEDA!!!"
,@Leannecun,Leanne Cunningham,106,11,52,"1,287","Wife, Mother and Nurse - not much time for anything else!"
,@Kikibird84,Juhi Singh,132,6,66,529,"Rehab Nurse...30 but young at heart..._movies, alternative rock, hip hop & r&b;, jazz, yoga, meditation, the beach and SLEEP"
,@Bjusticern,Brittany Justice,143,23,58,"1,577",CCU nurse at Emory University Hospital. Graduate student at University of Alabama at Birmingham. Married to @johnjusticePR
,@ceilugtu,Jacel Lugtu,171,34,46,"1,414",Ambitious Brat_ Petite_ Food Addict_ Movie Junkie_ One of a Kind Pinay Beauty_ Registered Nurse_
,@EricDeSousa8,Eric De Sousa,195,91,47,"1,367",Why deny yourself a pleasure now for the hope of adding a few miserable nursing home days at the end!
,@amilligan414,Amy Milligan,128,28,74,"1,415","Mother, wife, and nurse."
,@BevanmeBevan,Moira Bevan,157,280,302,890,"Senior Infection Prevention Nurse for Aneurin Bevan Health Board, currently coordinator for the IPS Wales. All tweets & views are my own thoughts."
,@bsuemurph,Brittney Owens,178,17,18,"1,263","Daughter of the King, proud American, southern boarding on red-neck, registered nurse, and soon to be wife of the most handsome guy in the world."
,@brewstersmyth,Jane Smyth,102,3,92,"1,667",single mum to Josh 2 cats & a dog. Psychiatric nurse working in the substance misuse field for 20 yrs. Liverpool fan YNWA.Love going to my spiritual home Ibiza.
,@LadyLexie23,Lexi,109,5,15,205,"Enjoying life and all it's wonders. Love being a nurse, final goal NP"
,@AfriandaOsshint,Afrianda Wida,152,84,100,"1,768",I'm a Midwifery Nurse. and I really love MUSIC. FB https://t.co/0kxBI6yrDS
,@breezy_b36,Brittany,152,23,46,939,Living life...UNCP Nursing...Future BSN baby!!
,@Heather_260,Heather,141,67,166,"1,559",Going to Trent University in the Nursing Program!! :)
,@lizfitzyconway,lizfitzy,187,69,517,434,"Loving it - being mum, wife, daughter, sister, friend, aunty, nurse....hmmmm still working towards the rest. Love living really, cos I can't do it when Im dead"
,@meelaxoxox,JMmmm,191,10,46,"1,736",Just a Nursing student who _ the internet. Nothing to see here haha ;)
,@karinna717,karen federico,162,27,180,"2,263",registered nurse....livin the philly girl life... looking for the passion... closet reality tv junkie
,@claire479,Claire Smith,116,126,183,"2,124","Nurse & CareMaker on acute oncology ward, Nottingham University Hospitals NHS Trust. Passionate about research. HEEM bronze award scholar 2014-15. Views my own."
,@DebbieNoble2,Debbie Noble,130,51,"1,306","1,577",I am currently a neonatal nurse who has a 11 year old son we are both proud season ticket holders at middlesbrough and don't understand glory supporters!!!!
,@matt_arnie,maria arne,170,31,551,"1,353",A nurse and a huge HEAT fan. ~lebronallday~
,@Cherry9742,Sherri Callahan,107,14,60,"1,840","Full- time nursing student, married with 3 amazing children. Avid animal lover: we have 2 labs, Mossy Ray and Bailey, plus 4 cats!"
,@kelinoz,Kel Middlemiss,102,26,164,"2,415",Emergency Nurse
,@lil_legs2210,Dawn Raisbeck,144,145,414,"1,705","Staff Nurse in acute medicine - respiratory. Enthusiastic about all things nursing, and enjoys spending time with the little people in my life."
,@sean_secord,Sean Secord,194,120,125,"1,122",Manager of QI/RM with Yukon Hospital Corporation. President of Yukon Registered Nurses Association. Proud Father of Sienne
,@LaurenAshley731,Lauren Bozilesky,119,18,91,"1,213","Nursing is my life and my future, as well as being around family, friends and my babyyboyy Elijah Delgadillo3"
,@cvdbroek,Crystal vandenbroek,109,68,70,"1,169",Pig farmers wife:) and mama of 2:) activity assistant at maple manor nursing home.
,@nolliebien10,Nolliensky,200,15,73,"1,645",nurse by profession.....kid at heart....mature mind .....follow and I will follow back
,@alwaysenV,alexandra herrera,187,21,"1,349","2,239","funny,adorible outspoken girl with no fear of being herself I luv being flamboyant I truly believe that laughter is the best medicine & im happy to play nurse"
,@Jenbabyy1,Jenna Bish,168,47,61,"1,396",23 year old tatted future nurse. My kitty Bella is all I need. Run the front desk @ LA Fitness. Friend and family are my world.
,@HelianthusStar,Helen Foy,118,50,222,"2,402","Mental Health Nurse, sci-fi geek and as of 14/10/14 mother to a lovely baby boy."
,@Ashlene1,Ashlene1,118,32,99,"2,495","staff nurse, married four children, a rabbit, a pony and 380 sheep....life is busy!"
,@nicholeyost,Nichole Yost,194,37,46,"2,444","Nursing student, world traveler (35 countries), wildly Irish, School Board member, landlord....Oh, and mommy to two gorgeous dogs, Cash & Willis!"
,@KrisSmithKing09,Kristin Smith,102,57,227,"2,431",Tanning Salon Owner and nurse!!!!
,@H2Chafey,Haley Chafey,145,40,111,"1,560","Lover of Jesus, my hubby, and the Gamecocks!! University of South Carolina alumni and Registered Nurse."
,@AdamJacobRymer,Adam Rymer,110,27,92,762,17. Senior. Student Nurse. Music Lover. Longboarding. Fried Chicken.
,@niecey_james,Heather James,195,14,24,"2,430","I am a single mom, in nursing school."
,@conlechewatches,Con Leche Watches,175,207,606,"2,156","Con Leche--Watches for Nursing Mothers. With a Con Leche watch, you can actually record your last nursing time and on which side."
,@amandanurse09,Amanda,135,39,53,364,I'm a nurse who loves music. basic info lol
,@jessicaplus3,Jessica Williams,127,52,245,"1,978","Registered Nurse, happy wife and mommy of the 4 prettiest daughters ever!"
,@bblok,Barbara Blok,149,78,"1,734","2,415","Mother,daughter,friend,believer. Hospice Nurse.Lives life with purpose. Loves fashion,design, health & living well. Favorite book Soul Bird."
,@mack99301,Pete Rankin,127,164,321,912,"Flight Nurse - University of Wisconsin Med Flight, Global Health (Emergency Nursing), Photography"
,@RNstudentShugie,Shugie,111,60,107,707,Trying to make it through this crazy thing called nursing school
,@AuBoo88,Autumn Jones,175,87,115,789,Momma to a beautiful princess. Nurse to some awesome babies. Many friends. Few haters. Loving life...
,@koss_becky,becky koss,200,6,55,"1,080","mom, diabetes nurse educator, runner"
,@DeziDBarnard,Desire Barnard,179,11,78,"1,803",Theatre Recovery nurse. Live your life to the fullest you won't have another chance to do so ever again.
,@NinaCoombsSmith,Nina Smith,155,32,104,793,"CEO, dishwasher, nurse, tutor, mentor, spiritual advisor, maid, taxi driver, cheerleader, and all to my family!"
,@KaitlynPink2012,kaitlyn hill(;,160,107,373,"1,451","#mommy #StayReal #lordismylife #3/20/1994 #FriendsComeAndGoFamilyIsForever ## A girls gotta have fun, but stayin classy(; #pink #dontjudge! #NURSING"
,@mahersal,maherzal basa,108,15,65,"2,154","regsterd nurse,phlebotmy,iv therapist"
,@jhaley0209,Jennifer Haley,130,10,132,"1,348","Certified Nurse Assistant, Going to school for LPN"
,@alwinwinjoe,Alwin Joseph Reli,107,29,124,"1,630",Chubby - Tech Savvy -  Pisces - Student Nurse
,@nursingprograms,Nursing Programs,193,87,39,"2,074","Peterson's Nursing Programs can help you launch or advance your nursing career. Check out nearly 3,200 programs at more than 700 institutions!"
,@Kimmy0722,KimJohn,106,49,"1,039","1,818","I am a child of The King, the most high God, Jesus Christ! Nurse by profession & Mother by heart"
,@mschellebell,Michelle Addison,164,4,13,"1,657","I am an aspiring nurse. My passion is helping people in need, especially those who needlessly do without daily! My dream is to work with Nurses without Borders"
,@propofol_pusher,Leigh Solomon,123,186,275,371,"An awkward anaesthetist attempts to navigate truculent nurses,faulty equipment,overenthusiastic surgeons,the occasional cultural faux pas supported by #FOAMed"
,@MischiffRn,Heidi C Diener,112,33,63,"2,281","I'm an ER nurse. I'm here to save your ass, not kiss it!!"
,@JNunnick,Jane Nunnick,120,38,66,"1,413","Mother of one beautiful girl, Senior Haematology Research Nurse at the best unit in the UK - yes I know I'm biased. Wishes there were more hours in a day!!"
,@bethcockburn,Bethy,191,192,219,"2,124",Childrens Nurse
,@Mzkeisha89,Keisha hagood,184,52,34,"1,613","Beautiful, determined, and truly one of a kind. I work and go to school at J Sarge Reynolds nursing is my major! Why wouldnt you want to follow me?? lol 3"
,@hanahkomo,Hannah Comeaux,175,13,20,"2,386","I play guitar and sing bakk-up for A Taste Of Desire .....Music is my life!, I'm a nursing major at LSUE"
,@HeleneIllervik,Helene Illervik,187,12,127,"1,478","Ex nurse, WoW-player, mother. Likes Music, film, WoW, RPG, some TV, reading. Am also trying to live a healthier lift, eat organic food, recykling."
,@Lepecheurcare,Virginia Fischer,112,2,18,253,I am a nurse recruiter for several homecare agencies in the northwest suburbs. I average 10 placements a month. I am enthusiastic about placing nurses.
,@fluid_zooks46,Ingrid,170,16,329,171,nurse. fancy Fann at-Tanbura
,@NPGdotCom,nursingprogramguide,109,41,152,"1,622","Nursing Program Guide is a website created in order to provide a comprehensive guide, easy to read and interactive e-learning website for nurses."
,@ilovprincess,Sweetprincess,188,35,95,221,Believer of ALLAH |Salmia M. Ismael|20 years of existence|Registered Nurse|Cat lover |Food lover |Princess of Mr & Mrs Ismael|Daniel
,@ohiohealthwatch,OHIOhealthwatch,126,4,25,501,"citizens wronged by the healthcare system in Columbus,Ohio also exposing nursing home abuse,Medicaid fraud, discrimination& illegal acts by Mt.CarmelEast hosp."
,@ShanSoliva,shan louise soliva,116,60,197,"1,421","i am a christian and a daughter of God, nurse...i love the Lord but He loves me more!!!...my life's goal is to win souls and make disciples!... ;)"
,@Kipkat09,Kathryn Kippel,126,24,39,"1,465",nursing student with no time for tweets 
,@boquana,vickie Taylor,112,42,490,"1,999","Love To Sing, Vacation ,Facebook, Twitter, Watch TV ,CNN, HLN etc...lots of other stuff ...work in Nursing Field."
,@iamBiBilyn,Bblyn Toling,164,19,55,"1,984","Registered Nurse live,love, laugh) dont let problems ruin ur life!:) feel so blessed because i know god is with me always3"
,@ShortstuffPrice,Katherine Price,198,"1,249",333,"1,276",Registered Nurse & Model _ Instagram :: kitty5165 _ Live life with no regrets _
,@yukikoyamato1,yukikoyamato,111,20,183,"1,275","Registered Nurse,Kaiser Northern California U.S.A."
,@neakoeday,Desri Akhiryanti,175,52,137,"2,182",ProfesionaL Nurse
,@AgnesNicol,agnes nicol,189,33,134,"1,334","Ex Director of Nursing, SSAFA, OBE, doting granny"
,@NarryxxxM,mio,148,18,34,263,1D love  0225xxx follow me! С_ 95's Ļ⢌__@miochipa Egg of the nurse
,@TatumMarie2,Stephanie Hoag,114,136,253,"1,446",Faith. NY Yankees. Oncology Nurse. Kansas born. KU. Softball.
,@ilovejbv19,Marriane Jane,104,6,38,"1,603","Registered Nurse, If you don't have a dream, you will never have a dream come true"
,@senoritasmiles,Lisa Clark,195,198,444,"2,454","Hello.....I live in Jacksonville, AL and I'm currently in school for Nursing =) I'm a huge dog lover...I have a Yorkie named Salvador...he is my world =)"
,@thisisjiji28,jerAnita,147,42,133,660,NURSE by profession... no prententions.. what you see is what you get..
,@nursechick35,amanda,167,47,138,"1,189","I am a southern momma of 2,nurse of 8 years, and avid reality tv fan!"
,@IrisSchollbach,I.Schollbach,158,32,161,156,Nurse# Every life is importent#Love all animals#
,@geans_,Geans,148,43,263,"2,016",Fun-loving......love life...love family......registered nursing student... couldn't ask for a better family....
,@LiezelLiezel,Liezel Solomons,143,8,101,"1,209","Passionate follower of Jesus Christ, wife, mother, friend, nurse, chef, personal assistant, hair stylist, taximom, high commissioner,baby whisperer, cheerleader"
,@AngeneAnn,Carolyn Morris,120,40,323,868,"christian minister/retired nursing services unit coordinator , Artist ,Attended Herran school of Art"
,@nicolebarclay,Nicole Barclay,198,91,219,"1,797",Just a NURSE ;)
,@BarneyPayne,Barney Payne,156,15,81,"1,428",LD Nurse Just Mad about Bikes TT Marshal Sat Bray Hill Rest of the week Ballaugh Bridge
,@ashC_30,Ashley Curlin,125,26,32,"1,291","Nurse, Small town girl, Christian, Republican, Amazing family, Fabulous friends, Precious boyfriend, Cardinals fan, _NE Patriots"
,@MhlangaPrecious,Precious Mhlanga,144,21,119,913,"Doing nursing at netcare college,love my career,love movies and hip hop music. very friendly,like laughing."
,@mdonnally,Meg Donnally,109,4,150,"2,330","Im a 28 year old pediatric hematology/ oncology nurse... dreams of marriage, starting a family, traveling the world, and helping those in need:)"
,@TKIRBYRN,Tonya,147,54,195,"2,418","Mom, daughter, friend and nurse. Loves life."
,@jascan29,Jason Pearson,110,196,528,"2,396","Parent of 2, Nursing student, and HUGE Hog Fan!!!!"
,@RNdelivers,Brenda U,199,463,"1,779","2,419","Certified DONA Birth Doula, Former L & D Nurse, Birth is my passion in life!"
,@mlpredheart,Nurse Redheart,129,155,234,584,What is it this time? Scabies? Trench mouth? Collywobbles? Let's take a look-see!
,@SarahK_ALT12,Sarah Kennedy,117,100,51,"1,139","Tweeting on education, learning disabilities, nursing, social work & stuff..."
,@ScottUry,Scott Ury,181,11,38,"1,601",Optimist | Married | Father | Perpetual Learner | Man Nurse | Asphalt Adventurer | All Around Nice Guy
,@E5ME,Esme Sandford,130,13,19,"2,470","Vet nurse, avid horror fan, love animals, love books"
,@SmoothAesthetic,Smooth Dimensions,168,602,"1,922",637,Experienced registered Nurse Practitioner and independent Nurse Prescriber after been in the Profession the last 14 years. Please like my Fb page.
,@Veronikka62,Julia von Arb,129,19,46,"1,544","Jack-of-all-trades, master of some. My latest adventure is nursing. Let's see where it takes me."
,@megforrester,Meg Forrester,166,176,495,"1,575","Wife. Mother. Registered Nurse. Lover of Christ, Coffee, and UGA Football! Go Dawgs!"
,@NicoleCuster1,Nicole Custer,186,116,33,"1,560","I'm a Nursing instructor at Mount Aloysius College in Cresson, PA and a PhD in Nursing Student at Indiana University of Pennsylvania"
,@PogiJhei,Jhei pogi,166,314,"1,488",256,Volleyball player | sports lover | twenty four | nursing graduate | in a relationship with ison 
,@anniedur4nd,Annie Durand,177,21,235,367,"Registered Nurse...and...makeup lover/ cat lover/ shoes lover/ music lover/ Outlander lover ( books, not car) / ̩picurienne/ tv show addict/ etc..."
,@SSNurseS,Samantha,106,45,140,644,Special School Nurse. Working with children with special needs.
,@StevieSteve09,Stevie Steve,163,51,92,"1,745","Desperately clinging to any semblance of hope that the English language is safe somewhere, nursing its wounds and slowly growing stronger for its counterattack."
,@paula____x,PDIDDS.,135,10,238,"1,073",21. DENTAL NURSE. FLORIDA'http://t.co/BVqngfNdGf
,@LondaBeachy,Londa Beachy,107,9,46,"1,545","Christian. Traveling nurse. Writer. Daughter, sister, aunt, and friend, and I love it all!"
,@francis13libog,Francis,156,680,168,851,Skype: francis.garcia20. Follow me and i'll follow you. Registered nurse.
,@mrsphtgrapher,Kate Switalski,102,35,200,"2,197",mom. lover. nursing student. photographer.
,@PheeNasilivata,F I N A,108,25,65,705,"God & family are my everything ! Fijian living in Aussie :D Tremendously blessed ! Nurse, love travelling and adventure ! Living life to the fullest !"
,@juliette1026,juliette truesdale,180,11,80,"1,861","25, mother of two, nurse"
,@HannnaNoellle,Hanna Noelle,126,86,186,"1,623",Kelson Alan_ Senior. Nursing student. FCC. Equestrian. Christian.
,@TheBigBuxowski,Joey Bux,148,52,288,"2,368","I feel like I'm losing my mind sometimes. Hey, I'll be your student nurse today."
,@love_disney03,yui,140,12,62,878,"nursing student ܱ_ɬ㦌༾㊼lolPlease teach me English! Like:comic,anime,niconico"
,@nicolebgreen,Nicole Green,115,88,358,"1,966",Wie Geht's? I'm a Mom/ Wife/ Nursing Student/ Blogger & I Speak little German...
,@ForfarScholarsh,Forfar Scholarship,120,12,2,669,Official Twitter page of The Barbara Forfar Nursing Scholarship Fund helping the Nurses and Nursing Students of Ocean Medical Center.
,@aliiialexander,Alexander Ali,125,76,160,"1,170","Muslim, BS Nursing Student, MIMSA, PYLP Alumni, USG and peace weaver!"
,@NIXSUG,Nichola,156,33,155,"2,371",Im 35 years old and work as an Nurse Practitioner helping couples to achieve a dream of being parents. I have 2 gorgeous children who are my life. xx
,@Krysti33,Krysti Irwin Payne,145,23,267,360,"mom & nurse, that's my life ... mostly mom, but I do love my job!"
,@EDU_Nursing,EDU_Nursing,129,275,380,"1,818",Nursing Program Search is your guide to the best nursing programs and schools in the United States.
,@Susan_M_Hudson,Susan Hudson,168,20,54,"1,614",Author of Where Has My Mother Gone a true story of one family published by Publish America. Retired nurse and married with three grown children.
,@raj201,Bob Johnson,187,25,68,"2,480",Registered Nurse/Clinical Informatics Specialist/Computer Geek/Ice Hockey Goalie
,@debra_maddox,Debra Maddox,108,19,172,788,"wife, mom to three great women! nurse, labor coach. lover of music, animals, water sports and island life."
,@BizarreInsanity,Taymar Evans,118,13,22,"1,649","Hey Im Tay, Proud soldier of the BVB army, I love to draw in my spare time, im currently studying to be a Vet nurse"
,@JohnSlowik,john erik slowik,110,9,114,904,Adversity is the state in which man who is become most acquainted with them self!/Registered Nurse / EMT-B / iloilo- Manila
,@bethbyrom,Beth Byrom,125,97,439,939,"Mental Health Nurse in training, wannabe musician, chocolate-eating extraordinaire."
,@LanceOverload,Mark Laurence Jaluag,103,58,201,"1,005",Christian. Otaku. Photographer. Nurse. Rapper. Tech Geek. Jack-of-all-Trades. Label me. #GodOverEverything
,@evadee25,Plusize rock chic,178,18,51,"2,399",help me go to nursing school
,@dawnhawley11,Dawn Hawley,134,58,575,922,"Nurse, believer in all things essential oil, striving for balance and joy"
,@thenickyloring,Nicole Loring,149,80,191,"2,105",nurse nicky is real
,@RKennyPreston,Kenny Preston,133,37,203,"1,265",CNA aspirants should realize that nursing assistant jobs are not easy tasks.
,@LeiyahMerlag,LeiCamille,179,30,208,822,Nurse_Music_Reading_Cooks
,@alexsmith1239,Alex Smith,136,43,68,"1,195",Nurse London Southbank University
,@lseals0002,Leslie Seals,184,151,455,"1,348",Im a 32 yr old Physical Therapist Assistant for East Ky Physical Therapy and Sports Clinic and Parkview Nursing and Rehab.
,@nootyboy06,Belinda Curlee,112,1,12,643,I work in a nursing home. I'm part time laundry worker and part time cna worker.
,@cyptraci,Traci,136,20,44,155,"Access to HE student, hopeful Sept 16 CYP Nursing student. All views my own!"
,@StarDayte86,Nicole,126,22,77,984,"It does not do to dwell on dreams and forget to live, remember that. Student nurse, Future Midwife, Gamer, Mother and Lesbian"
,@tsikanovski,ElizabethTsikanovski,103,15,51,420,"Wife, Stepmother (not the evil kind!) Registered Nurse, Passionate Idealist, Bookworm, Foodie, Feminist"
,@LuvDatTrice,Nurse Whitley,120,70,200,530,
,@BaKristi,Kristi Soukup Baker,133,36,119,905,"Wife to Drew, mom to Nicholas and Mitchell, homeschooler, registered nurse."
,@StephPezzini,Stephanie Pezzini,164,103,570,"2,082","Licensed Practical Nurse Registered Nurse Graduation Date: December 22, 2014"
,@butterflyjen777,Jenny Biggs,197,70,83,"2,777",Christian. Mother. Nurse. Music Lover. Space Nerd. Photographer. Dreamer. Hebrews 11.
,@mrgmacpherson,Graeme Macpherson,173,54,125,141,Forward thinking Community Nurse. Isle of Lewis. All views are my own. Also @gmacpherson08 for rambling nonsense about entertainment and politics
,@mad_dog_trucker,madeline Davis,148,4,43,"1,670","A mother of two sons, a wife of 27 yrs, a nurse, and currently an over the road truck driver."
,@manda2386,Amanda H,160,21,70,"2,396","Mum, Student Nurse and Herbalife Independant Distributor!"
,@Elana_RN,Elana,161,57,103,703,Future Nurse Practitioner - Dec. 2014
,@Jones21Emily,Emily Jones,99,155,272,"1,309",17 ~ WWFC ~ United Kingdom ~ Aspirations to become a qualified Nurse and Midwife.
,@m4home,Rebecca Melville,193,44,85,773,"The official Rebecca Melville twitter site:Expat, Nurse, Mum, Dreamer ,and................a trier,"
,@sindici,ZuzaPanthea,173,57,882,"2,343","love: good books, music and movies; work as a nurse"
,@khatyla69,FELICIA REYNOLDS,198,132,693,"1,598","married, mother of 4, full time student and worker.. goin to scool for nursing.. goofy, people person and enjoy spending time wit my family and friends"
,@NaeLovin1122,Jenae' McSayles,182,48,118,"2,290",I am a class of 2011 graduate of the University of Cincinnati with a bachelors of science in nursing!!!! I love having fun and chilling with my loved ones :D
,@cmriden1,kryptonwarrior,137,18,100,753,Helping others is the closest I'll come to feeling like I'm wearing a cape. Nursing Student!!! Snap chat riden39
,@CRISNURSE2005,MARIA CRISTINA NURSE,126,1,14,684,
,@Kcandchasesmom,Amber Joy Kearns,177,13,67,"2,396","Mom of three angels, nurse, & lover of cracking up which is why I listen to Cocktails with Patrick every day. ."
,@jennrealern,Jennifer Reale,193,14,143,"1,199","Nurse, mom, wife. Always busy!"
,@sylvi_tica,sylvia Nur Kartika,104,213,619,"1,728","muslimah nurse; love islam; just Allah one way We Can Take From Our Life Up To What We Put To It, all the way to reach Jannah. Hamasah"
,@DoulaKimK,Kimberly,182,181,284,684,I am a nurse. I am a doula. I am a birth photographer. I believe in holistic care coupled with traditional medicine. I believe birth can be gentle and calm.
,@jycepewypuhilo,Ermelinda Herreros,176,3,75,820,"Crafter, graphic designer, nurse, Brazilian Jiu Jitsu practitioner, MMA supporter all in one!"
,@Umiasiik,Siti Umi Maysaroh,187,48,41,"1,206","Nursing is my Life.ip diatas 3,5 *amien"
,@NickieKayy,Nichole Silva,187,73,115,"1,345",Nursing major at TCU....I'm a Frog for life!
,@louiseeoates,Louise Oates,125,7,56,975,Staff Nurse & Retail Addict
,@HaslSara,Sara Haslag,164,41,33,"1,941","Pediatric Nurse Practitioner, Beekeeper, Disciple of Jesus, mom, grandmother"
,@mamaw22,Elizabeth Stoltzfus,121,21,108,"2,319","grew up ,live in MS.,mom,grandma and nurse"
,@mztuck3,michele tuck,165,24,50,"1,369","I excepted Jesus as my LORD & SAVIOUR in 2001, I'm a wife, mother, nurse, choir director, praise dancer and a lover of The Word of God & Gospel Music"
